num_models,fold,doc_offset,corpus_span,corpus_ent_type,error_type,correct_span,correct_ent_type,notes,time_started,time_stopped,time_elapsed
17,train,890,"[984, 990): 'Turkey'",LOC,,,,,,,
17,train,890,"[995, 1001): 'Israel'",LOC,,,,,,,
17,train,890,"[1020, 1027): 'Iranian'",MISC,,,,,,,
17,train,890,"[1060, 1068): 'Islamist'",MISC,,,,,,,
17,train,890,"[1069, 1086): 'Necmettin Erbakan'",PER,,,,,,,
17,train,890,"[1100, 1107): 'Turkish'",MISC,,,,,,,
17,train,890,"[1142, 1146): 'Iran'",LOC,,,,,,,
17,train,890,"[1188, 1202): 'Ali Fallahiyan'",PER,,,,,,,
17,train,890,"[1265, 1269): 'Iraq'",LOC,,,,,,,
17,train,890,"[1275, 1288): 'United States'",LOC,,,,,,,
17,train,890,"[1324, 1331): 'Iranian'",MISC,,,,,,,
17,train,891,"[11, 23): 'Mideast Gulf'",LOC,,,,,,,
17,train,891,"[37, 42): 'India'",LOC,,,,,,,
17,train,891,"[58, 63): 'DUBAI'",LOC,,,,,,,
17,train,891,"[75, 80): 'India'",LOC,,,,,,,
17,train,891,"[159, 175): 'Middle East Gulf'",LOC,,,,,,,
17,train,891,"[886, 891): 'Dubai'",LOC,,,,,,,
17,train,891,"[1005, 1009): 'Gulf'",LOC,,,,,,,
17,train,891,"[1277, 1281): 'Gulf'",LOC,,,,,,,
17,train,891,"[1626, 1631): 'India'",LOC,,,,,,,
17,train,892,"[11, 16): 'Egypt'",LOC,,,,,,,
17,train,892,"[58, 63): 'CAIRO'",LOC,,,,,,,
17,train,892,"[75, 83): 'Egyptian'",MISC,,,,,,,
17,train,892,"[193, 202): 'al-Akhbar'",ORG,,,,,,,
17,train,892,"[301, 307): 'Jewish'",MISC,,,,,,,
17,train,892,"[551, 565): 'Islamic Museum'",LOC,,,,,,,
17,train,892,"[569, 574): 'Cairo'",LOC,,,,,,,
17,train,893,"[42, 54): 'Saudi Arabia'",LOC,,,,,,,
17,train,893,"[56, 61): 'DUBAI'",LOC,,,,,,,
17,train,893,"[104, 116): 'Saudi Arabia'",LOC,,,,,,,
17,train,893,"[180, 184): 'U.S.'",LOC,,,,,,,
17,train,893,"[196, 202): 'Riyadh'",LOC,,,,,,,
17,train,893,"[445, 451): 'Senate'",ORG,,,,,,,
17,train,893,"[508, 521): 'Raymond Mabus'",PER,,,,,,,
17,train,893,"[538, 551): 'United States'",LOC,,,,,,,
17,train,894,"[11, 20): 'Jordanian'",MISC,,,,,,,
17,train,894,"[24, 32): 'Kabariti'",PER,,,,,,,
17,train,894,"[44, 53): 'West Bank'",LOC,,,,,,,
17,train,894,"[55, 60): 'AMMAN'",LOC,,,,,,,
17,train,894,"[72, 81): 'Jordanian'",MISC,,,,,,,
17,train,894,"[97, 120): 'Abdul-Karim al-Kabariti'",PER,,,,,,,
17,train,894,"[126, 131): 'Amman'",LOC,,,,,,,
17,train,894,"[152, 161): 'West Bank'",LOC,,,,,,,
17,train,894,"[170, 178): 'Ramallah'",LOC,,,,,,,
17,train,894,"[198, 209): 'Palestinian'",MISC,,,,,,,
17,train,894,"[220, 233): 'Yasser Arafat'",PER,,,,,,,
17,train,894,"[249, 260): 'Middle East'",LOC,,,,,,,
17,train,894,"[323, 328): 'Petra'",ORG,,,,,,,
17,train,894,"[334, 342): 'Kabariti'",PER,,,,,,,
17,train,894,"[459, 467): 'Kabariti'",PER,,,,,,,
17,train,894,"[507, 513): 'Jordan'",LOC,,,,,,,
17,train,895,"[11, 23): 'Palestinians'",MISC,,,,,,,
17,train,895,"[46, 55): 'JERUSALEM'",LOC,,,,,,,
17,train,895,"[241, 250): 'Jerusalem'",LOC,,,,,,,
17,train,895,"[283, 302): 'Arab East Jerusalem'",LOC,,,,,,,
17,train,895,"[376, 379): 'GMT'",MISC,,,,,,,
17,train,895,"[402, 413): 'Palestinian'",MISC,,,,,,,
17,train,895,"[458, 467): 'West Bank'",LOC,,,,,,,
17,train,895,"[472, 476): 'Gaza'",LOC,,,,,,,
17,train,895,"[534, 540): 'Israel'",LOC,,,,,,,
17,train,895,"[652, 658): 'Hebron'",LOC,,,,,,,
17,train,895,"[662, 671): 'West Bank'",LOC,,,,,,,
17,train,895,"[689, 696): 'Israeli'",MISC,,,,,,,
17,train,896,"[11, 15): 'U.S.'",LOC,,,,,,,
17,train,896,"[54, 58): 'USDA'",ORG,,,,,,,
17,train,896,"[60, 70): 'WASHINGTON'",LOC,,,,,,,
17,train,896,"[82, 86): 'U.S.'",LOC,,,,,,,
17,train,896,"[280, 285): 'Japan'",LOC,,,,,,,
17,train,896,"[293, 298): 'China'",LOC,,,,,,,
17,train,896,"[308, 317): 'Indonesia'",LOC,,,,,,,
17,train,896,"[469, 474): 'Egypt'",LOC,,,,,,,
17,train,896,"[476, 483): 'Morocco'",LOC,,,,,,,
17,train,896,"[485, 493): 'S. Korea'",LOC,,,,,,,
17,train,896,"[495, 500): 'Yemen'",LOC,,,,,,,
17,train,896,"[502, 510): 'Pakistan'",LOC,,,,,,,
17,train,896,"[512, 518): 'Mexico'",LOC,,,,,,,
17,train,896,"[523, 528): 'China'",LOC,,,,,,,
17,train,897,"[11, 16): 'Keane'",ORG,,,,,,,
17,train,897,"[47, 53): 'BOSTON'",LOC,,,,,,,
17,train,897,"[91, 100): 'Keane Inc'",ORG,,,,,,,
17,train,897,"[154, 182): 'Life Insurance Co of Georgia'",ORG,,,,,,,
17,train,897,"[187, 214): 'Southland Life Insurance Co'",ORG,,,,,,,
17,train,897,"[229, 244): 'The Netherlands'",LOC,,,,,,,
17,train,897,"[247, 256): 'ING Group'",ORG,,,,,,,
17,train,897,"[423, 438): 'Life of Georgia'",ORG,,,,,,,
17,train,897,"[443, 457): 'Southland Life'",ORG,,,,,,,
17,train,897,"[528, 535): 'Atlanta'",LOC,,,,,,,
17,train,897,"[660, 668): 'New York'",LOC,,,,,,,
17,train,898,"[25, 44): 'Wall Street Journal'",ORG,,,,,,,
17,train,898,"[54, 62): 'NEW YORK'",LOC,,,,,,,
17,train,898,"[157, 170): 'United States'",LOC,,,,,,,
17,train,898,"[488, 502): 'America Online'",ORG,,,,,,,
17,train,898,"[524, 527): 'NBA'",ORG,,,,,,,
17,train,898,"[667, 691): 'Baxter International Inc'",ORG,,,,,,,
17,train,898,"[738, 761): 'Immuno International AG'",ORG,,,,,,,
17,train,898,"[806, 815): 'Boeing Co'",ORG,,,,,,,
17,train,898,"[881, 893): 'Bill Clinton'",PER,,,,,,,
17,train,898,"[946, 967): 'Philip Morris Cos Inc'",ORG,,,,,,,
17,train,898,"[998, 1018): 'Salomon Brothers Inc'",ORG,,,,,,,
17,train,898,"[1041, 1077): 'International Business Machines Corp'",ORG,,,,,,,
17,train,898,"[1081, 1106): 'Sierra Semiconductor Corp'",ORG,,,,,,,
17,train,898,"[1163, 1182): 'Red Lion Hotels Inc'",ORG,,,,,,,
17,train,898,"[1219, 1234): 'Doubletree Corp'",ORG,,,,,,,
17,train,898,"[1238, 1246): 'GTE Corp'",ORG,,,,,,,
17,train,898,"[1248, 1258): 'Baby Bells'",ORG,,,,,,,
17,train,898,"[1438, 1445): 'Clinton'",PER,,,,,,,
17,train,898,"[1504, 1538): 'Securities and Exchange Commission'",ORG,,,,,,,
17,train,898,"[1591, 1604): 'H&R Block Inc'",ORG,,,,,,,
17,train,898,"[1636, 1651): 'CompuServe Corp'",ORG,,,,,,,
17,train,898,"[1814, 1822): 'New York'",LOC,,,,,,,
17,train,899,"[11, 16): 'Baker'",PER,,,,,,,
17,train,899,"[37, 42): 'Syria'",LOC,,,,,,,
17,train,899,"[58, 68): 'WASHINGTON'",LOC,,,,,,,
17,train,899,"[106, 117): 'James Baker'",PER,,,,,,,
17,train,899,"[140, 145): 'Syria'",LOC,,,,,,,
17,train,899,"[227, 232): 'Syria'",LOC,,,,,,,
17,train,899,"[237, 243): 'Israel'",LOC,,,,,,,
17,train,899,"[249, 264): 'Washington Post'",ORG,,,,,,,
17,train,899,"[302, 307): 'Baker'",PER,,,,,,,
17,train,899,"[471, 478): 'Clinton'",PER,,,,,,,
17,train,899,"[571, 576): 'Syria'",LOC,,,,,,,
17,train,899,"[593, 599): 'Israel'",LOC,,,,,,,
17,train,899,"[731, 737): 'Israel'",LOC,,,,,,,
17,train,899,"[760, 777): 'Itamar Rabinovich'",PER,,,,,,,
17,train,899,"[808, 812): 'Post'",ORG,,,,,,,
17,train,899,"[855, 865): 'Republican'",MISC,,,,,,,
17,train,899,"[894, 905): 'George Bush'",PER,,,,,,,
17,train,900,"[50, 57): 'CHICAGO'",LOC,,,,,,,
17,train,900,"[135, 145): 'Democratic'",MISC,,,,,,,
17,train,900,"[197, 208): 'White House'",LOC,,,,,,,
17,train,900,"[362, 372): 'Republican'",MISC,,,,,,,
17,train,900,"[384, 392): 'Bob Dole'",PER,,,,,,,
17,train,901,"[59, 77): 'ATLANTIC HIGHLANDS'",LOC,,,,,,,
17,train,901,"[79, 83): 'N.J.'",LOC,,,,,,,
17,train,901,"[218, 221): 'TWA'",ORG,,,,,,,
17,train,901,"[245, 256): 'Long Island'",LOC,,,,,,,
17,train,901,"[320, 343): 'Island Beach State Park'",LOC,,,,,,,
17,train,901,"[400, 411): 'Long Island'",LOC,,,,,,,
17,train,901,"[413, 421): 'New York'",LOC,,,,,,,
17,train,901,"[433, 469): 'National Transportation Safety Board'",ORG,,,,,,,
17,train,901,"[478, 481): 'FBI'",ORG,,,,,,,
17,train,901,"[605, 619): 'Atlantic Ocean'",LOC,,,,,,,
17,train,902,"[39, 53): 'U.S. Civil War'",MISC,,,,,,,
17,train,902,"[176, 191): 'Abraham Lincoln'",PER,,,,,,,
17,train,902,"[308, 322): 'U.S. Civil War'",MISC,,,,,,,
17,train,902,"[368, 385): 'National Archives'",ORG,,,,,,,
17,train,902,"[402, 430): 'Civil War Conservation Corps'",ORG,,,,,,,
17,train,902,"[500, 505): 'North'",LOC,,,,,,,
17,train,902,"[599, 607): 'Archives'",ORG,,,,,,,
17,train,902,"[900, 916): 'African American'",MISC,,,,,,,
17,train,902,"[972, 982): 'Washington'",LOC,,,,,,,
17,train,902,"[1152, 1157): 'South'",LOC,,,,,,,
17,train,902,"[2509, 2519): 'Petersburg'",LOC,,,,,,,
17,train,902,"[2521, 2529): 'Virginia'",LOC,,,,,,,
17,train,902,"[2649, 2659): 'John Simon'",PER,,,,,,,
17,train,902,"[2685, 2727): 'Southern Illinois University at Carbondale'",ORG,,,,,,,
17,train,902,"[2747, 2760): 'Ulysses Grant'",PER,,,,,,,
17,train,902,"[3090, 3102): 'Edward Smith'",PER,,,,,,,
17,train,902,"[3136, 3155): 'American University'",ORG,,,,,,,
17,train,902,"[3159, 3169): 'Washington'",LOC,,,,,,,
17,train,902,"[3191, 3196): 'North'",LOC,,,,,,,
17,train,902,"[3201, 3206): 'South'",LOC,,,,,,,
17,train,902,"[3329, 3337): 'Southern'",MISC,,,,,,,
17,train,902,"[3446, 3481): 'United Daughters of the Confederacy'",ORG,,,,,,,
17,train,902,"[3487, 3515): 'Civil War Conservation Corps'",ORG,,,,,,,
17,train,902,"[3587, 3600): 'Budge Weidman'",PER,,,,,,,
17,train,902,"[3730, 3751): 'National Park Service'",ORG,,,,,,,
17,train,902,"[3836, 3845): 'Americans'",MISC,,,,,,,
17,train,903,"[30, 37): 'Chicago'",LOC,,,,,,,
17,train,903,"[63, 70): 'CHICAGO'",LOC,,,,,,,
17,train,903,"[116, 123): 'Chicago'",LOC,,,,,,,
17,train,903,"[258, 271): 'Michigan City'",LOC,,,,,,,
17,train,903,"[273, 280): 'Indiana'",LOC,,,,,,,
17,train,903,"[350, 360): 'Washington'",LOC,,,,,,,
17,train,904,"[31, 38): 'Corsica'",LOC,,,,,,,
17,train,904,"[87, 94): 'Corsica'",LOC,,,,,,,
17,train,904,"[216, 223): 'Corsica'",LOC,,,,,,,
17,train,904,"[265, 270): 'Paris'",LOC,,,,,,,
17,train,904,"[389, 409): 'Agriculture Ministry'",ORG,,,,,,,
17,train,904,"[936, 944): 'La Corse'",ORG,,,,,,,
17,train,904,"[1106, 1111): 'Paris'",LOC,,,,,,,
17,train,904,"[1469, 1480): 'France-Soir'",ORG,,,,,,,
17,train,904,"[1537, 1554): 'Interior Ministry'",ORG,,,,,,,
17,train,904,"[1557, 1562): 'Paris'",LOC,,,,,,,
17,train,904,"[1699, 1708): 'Le Figaro'",ORG,,,,,,,
17,train,904,"[1945, 1952): 'Corsica'",LOC,,,,,,,
17,train,904,"[2088, 2096): 'Le Monde'",ORG,,,,,,,
17,train,904,"[2190, 2196): 'French'",MISC,,,,,,,
17,train,904,"[2308, 2315): 'Corsica'",LOC,,,,,,,
17,train,905,"[11, 17): 'Sweden'",LOC,,,,,,,
17,train,905,"[20, 22): 'OM'",ORG,,,,,,,
17,train,905,"[31, 37): 'London'",LOC,,,,,,,
17,train,905,"[62, 71): 'STOCKHOLM'",LOC,,,,,,,
17,train,905,"[124, 137): 'OM Gruppen AB'",ORG,,,,,,,
17,train,905,"[222, 228): 'London'",LOC,,,,,,,
17,train,905,"[285, 289): 'OMLX'",ORG,,,,,,,
17,train,905,"[295, 335): 'London Securities & Derivatives Exchange'",ORG,,,,,,,
17,train,905,"[340, 352): 'OM Stockholm'",ORG,,,,,,,
17,train,905,"[354, 364): 'OM Gruppen'",ORG,,,,,,,
17,train,905,"[459, 469): 'OM Gruppen'",ORG,,,,,,,
17,train,905,"[563, 565): 'OM'",ORG,,,,,,,
17,train,905,"[704, 710): 'PULPEX'",ORG,,,,,,,
17,train,905,"[864, 866): 'OM'",ORG,,,,,,,
17,train,905,"[873, 879): 'PULPEX'",ORG,,,,,,,
17,train,905,"[946, 948): 'OM'",ORG,,,,,,,
17,train,905,"[1328, 1330): 'OM'",ORG,,,,,,,
17,train,905,"[1568, 1574): 'PULPEX'",ORG,,,,,,,
17,train,905,"[1624, 1626): 'OM'",ORG,,,,,,,
17,train,905,"[1649, 1689): 'British Securities and Investments Board'",ORG,,,,,,,
17,train,905,"[1711, 1713): 'OM'",ORG,,,,,,,
17,train,905,"[1723, 1729): 'PULPEX'",ORG,,,,,,,
17,train,905,"[1809, 1819): 'OM Gruppen'",ORG,,,,,,,
17,train,905,"[1879, 1888): 'Stockholm'",LOC,,,,,,,
17,train,906,"[11, 38): 'Amsterdam-Rotterdam-Antwerp'",LOC,,,,,,,
17,train,906,"[62, 71): 'AMSTERDAM'",LOC,,,,,,,
17,train,906,"[509, 516): 'Germany'",LOC,,,,,,,
17,train,906,"[710, 722): 'Soviet Union'",LOC,,,,,,,
17,train,906,"[763, 770): 'Benelux'",LOC,,,,,,,
17,train,906,"[772, 779): 'Germany'",LOC,,,,,,,
17,train,906,"[784, 795): 'Switzerland'",LOC,,,,,,,
17,train,906,"[975, 992): 'Philip Blenkinsop'",PER,,,,,,,
17,train,906,"[994, 1003): 'Amsterdam'",LOC,,,,,,,
17,train,907,"[11, 17): 'German'",MISC,,,,,,,
17,train,907,"[63, 67): 'BONN'",LOC,,,,,,,
17,train,907,"[89, 95): 'German'",MISC,,,,,,,
17,train,907,"[590, 598): 'Gorleben'",LOC,,,,,,,
17,train,908,"[11, 16): 'Italy'",LOC,,,,,,,
17,train,908,"[63, 70): 'CATANIA'",LOC,,,,,,,
17,train,908,"[72, 78): 'Sicily'",LOC,,,,,,,
17,train,908,"[90, 97): 'Italian'",MISC,,,,,,,
17,train,908,"[257, 270): 'Santa Puglisi'",PER,,,,,,,
17,train,908,"[280, 295): 'Salvatore Botta'",PER,,,,,,,
17,train,908,"[343, 351): 'Sicilian'",MISC,,,,,,,
17,train,908,"[724, 740): 'Nitto Santapaola'",PER,,,,,,,
17,train,908,"[742, 749): 'Puglisi'",PER,,,,,,,
17,train,908,"[866, 871): 'Botta'",PER,,,,,,,
17,train,908,"[893, 900): 'Puglisi'",PER,,,,,,,
17,train,909,"[59, 67): 'LIMERICK'",LOC,,,,,,,
17,train,909,"[69, 76): 'Ireland'",LOC,,,,,,,
17,train,909,"[115, 120): 'Irish'",MISC,,,,,,,
17,train,909,"[170, 178): 'Limerick'",LOC,,,,,,,
17,train,909,"[523, 530): 'Ireland'",LOC,,,,,,,
17,train,910,"[11, 19): 'Italians'",MISC,,,,,,,
17,train,910,"[25, 38): 'HIV-pensioner'",MISC,,,,,,,
17,train,910,"[62, 67): 'GENOA'",LOC,,,,,,,
17,train,910,"[69, 74): 'Italy'",LOC,,,,,,,
17,train,910,"[220, 224): 'AIDS'",MISC,,,,,,,
17,train,910,"[255, 264): 'Pietro T.'",PER,,,,,,,
17,train,910,"[505, 512): 'Italian'",MISC,,,,,,,
17,train,911,"[35, 42): 'Russian'",MISC,,,,,,,
17,train,911,"[65, 69): 'OSLO'",LOC,,,,,,,
17,train,911,"[180, 187): 'Russian'",MISC,,,,,,,
17,train,911,"[200, 206): 'Norway'",LOC,,,,,,,
17,train,911,"[233, 244): 'Spitzbergen'",LOC,,,,,,,
17,train,911,"[246, 255): 'Norwegian'",MISC,,,,,,,
17,train,911,"[308, 319): 'Rune Hansen'",PER,,,,,,,
17,train,911,"[404, 407): 'NTB'",ORG,,,,,,,
17,train,911,"[530, 536): 'Moscow'",LOC,,,,,,,
17,train,911,"[629, 641): 'Longyearbyen'",LOC,,,,,,,
17,train,911,"[1074, 1085): 'Spitzbergen'",LOC,,,,,,,
17,train,911,"[1160, 1167): 'Russian'",MISC,,,,,,,
17,train,911,"[1179, 1190): 'Barentsburg'",LOC,,,,,,,
17,train,911,"[1192, 1198): 'Russia'",LOC,,,,,,,
17,train,911,"[1203, 1209): 'Norway'",LOC,,,,,,,
17,train,912,"[50, 57): 'Belgium'",LOC,,,,,,,
17,train,912,"[59, 67): 'BRUSSELS'",LOC,,,,,,,
17,train,912,"[125, 132): 'Belgium'",LOC,,,,,,,
17,train,912,"[482, 490): 'Brussels'",LOC,,,,,,,
17,train,912,"[697, 727): 'Royal Meteorological Institute'",ORG,,,,,,,
17,train,912,"[729, 732): 'RMT'",ORG,,,,,,,
17,train,912,"[744, 747): 'RMT'",ORG,,,,,,,
17,train,912,"[793, 801): 'Turnhout'",LOC,,,,,,,
17,train,912,"[1000, 1005): 'Jumet'",LOC,,,,,,,
17,train,913,"[11, 17): 'Repsol'",ORG,,,,,,,
17,train,913,"[54, 60): 'MADRID'",LOC,,,,,,,
17,train,913,"[82, 89): 'Spanish'",MISC,,,,,,,
17,train,913,"[114, 120): 'Repsol'",ORG,,,,,,,
17,train,913,"[347, 353): 'Repsol'",ORG,,,,,,,
17,train,913,"[759, 774): 'Madrid Newsroom'",ORG,,,,,,,
17,train,914,"[11, 18): 'Algeria'",LOC,,,,,,,
17,train,914,"[51, 56): 'PARIS'",LOC,,,,,,,
17,train,914,"[105, 111): 'Moslem'",MISC,,,,,,,
17,train,914,"[168, 175): 'Algiers'",LOC,,,,,,,
17,train,914,"[180, 188): 'Algerian'",MISC,,,,,,,
17,train,914,"[295, 302): 'Algiers'",LOC,,,,,,,
17,train,914,"[304, 311): 'Liberte'",ORG,,,,,,,
17,train,914,"[444, 451): 'Algiers'",LOC,,,,,,,
17,train,914,"[517, 523): 'Moslem'",MISC,,,,,,,
17,train,914,"[600, 606): 'Moslem'",MISC,,,,,,,
17,train,914,"[717, 726): 'Islamists'",MISC,,,,,,,
17,train,915,"[11, 16): 'Finns'",MISC,,,,,,,
17,train,915,"[58, 66): 'HELSINKI'",LOC,,,,,,,
17,train,915,"[247, 253): 'Europe'",LOC,,,,,,,
17,train,915,"[341, 348): 'Tampere'",LOC,,,,,,,
17,train,915,"[495, 509): 'Ilkka Laasonen'",PER,,,,,,,
17,train,915,"[619, 627): 'Laasonen'",PER,,,,,,,
17,train,915,"[898, 907): 'Iltalehti'",ORG,,,,,,,
17,train,916,"[11, 15): 'Audi'",ORG,,,,,,,
17,train,916,"[56, 66): 'INGOLSTADT'",LOC,,,,,,,
17,train,916,"[78, 85): 'Audi AG'",ORG,,,,,,,
17,train,916,"[112, 125): 'Herbert Demel'",PER,,,,,,,
17,train,916,"[152, 158): 'German'",MISC,,,,,,,
17,train,916,"[186, 199): 'Volkswagen AG'",ORG,,,,,,,
17,train,916,"[355, 360): 'Demel'",PER,,,,,,,
17,train,916,"[366, 373): 'Reuters'",ORG,,,,,,,
17,train,916,"[391, 395): 'Audi'",ORG,,,,,,,
17,train,916,"[519, 524): 'Demel'",PER,,,,,,,
17,train,916,"[568, 573): 'Demel'",PER,,,,,,,
17,train,916,"[648, 660): 'John Gilardi'",PER,,,,,,,
17,train,916,"[662, 680): 'Frankfurt Newsroom'",ORG,,,,,,,
17,train,917,"[53, 61): 'HELSINKI'",LOC,,,,,,,
17,train,917,"[104, 114): 'Kekkila Oy'",ORG,,,,,,,
17,train,917,"[448, 455): 'Kekkila'",ORG,,,,,,,
17,train,917,"[506, 513): 'Kekkila'",ORG,,,,,,,
17,train,917,"[604, 611): 'Kekkila'",ORG,,,,,,,
17,train,917,"[672, 689): 'Helsinki Newsroom'",ORG,,,,,,,
17,train,918,"[56, 62): 'LONDON'",LOC,,,,,,,
17,train,918,"[137, 144): 'T&N Plc'",ORG,,,,,,,
17,train,918,"[444, 454): 'Colin Hope'",PER,,,,,,,
17,train,918,"[460, 463): 'T&N'",ORG,,,,,,,
17,train,918,"[806, 810): 'Hope'",PER,,,,,,,
17,train,918,"[906, 913): 'Germany'",LOC,,,,,,,
17,train,918,"[918, 924): 'France'",LOC,,,,,,,
17,train,918,"[972, 979): 'America'",LOC,,,,,,,
17,train,918,"[1070, 1073): 'T&N'",ORG,,,,,,,
17,train,918,"[1135, 1139): 'Hope'",PER,,,,,,,
17,train,918,"[1358, 1362): 'Hope'",PER,,,,,,,
17,train,918,"[1706, 1713): 'African'",MISC,,,,,,,
17,train,918,"[2185, 2189): 'Hope'",PER,,,,,,,
17,train,918,"[2459, 2463): 'Hope'",PER,,,,,,,
17,train,918,"[2469, 2472): 'T&N'",ORG,,,,,,,
17,train,918,"[2557, 2571): 'Andrew Huddart'",PER,,,,,,,
17,train,918,"[2573, 2588): 'London Newsroom'",ORG,,,,,,,
17,train,919,"[28, 40): 'New Zealands'",MISC,,,,,,,
17,train,919,"[41, 53): 'South Island'",LOC,,,,,,,
17,train,919,"[55, 65): 'WELLINGTON'",LOC,,,,,,,
17,train,919,"[132, 144): 'New Zealands'",MISC,,,,,,,
17,train,919,"[151, 163): 'South Island'",LOC,,,,,,,
17,train,919,"[215, 237): 'Television New Zealand'",ORG,,,,,,,
17,train,919,"[294, 299): 'Waiau'",LOC,,,,,,,
17,train,919,"[336, 342): 'Nelson'",LOC,,,,,,,
17,train,919,"[347, 359): 'Christchurch'",LOC,,,,,,,
17,train,919,"[424, 435): 'New Zealand'",LOC,,,,,,,
17,train,919,"[574, 581): 'Britain'",LOC,,,,,,,
17,train,919,"[585, 590): 'Japan'",LOC,,,,,,,
17,train,920,"[11, 20): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[23, 28): 'Tsang'",PER,,,,,,,
17,train,920,"[98, 107): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[128, 140): 'Donald Tsang'",PER,,,,,,,
17,train,920,"[279, 284): 'Tsang'",PER,,,,,,,
17,train,920,"[325, 336): 'New Zealand'",LOC,,,,,,,
17,train,920,"[383, 392): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[414, 418): 'U.S.'",LOC,,,,,,,
17,train,920,"[459, 464): 'China'",LOC,,,,,,,
17,train,920,"[508, 517): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[766, 775): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[982, 992): 'Bill Birch'",PER,,,,,,,
17,train,920,"[1130, 1139): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[1183, 1187): 'U.S.'",LOC,,,,,,,
17,train,920,"[1356, 1365): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[1389, 1394): 'China'",LOC,,,,,,,
17,train,920,"[1436, 1443): 'Britain'",LOC,,,,,,,
17,train,920,"[1459, 1468): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[1472, 1479): 'Chinese'",MISC,,,,,,,
17,train,920,"[1522, 1527): 'Tsang'",PER,,,,,,,
17,train,920,"[1561, 1568): 'Chinese'",MISC,,,,,,,
17,train,920,"[1584, 1593): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[1723, 1732): 'Hong Kong'",LOC,,,,,,,
17,train,920,"[1929, 1936): 'Beijing'",LOC,,,,,,,
17,train,920,"[1938, 1943): 'Tsang'",PER,,,,,,,
17,train,920,"[2254, 2259): 'Tsang'",PER,,,,,,,
17,train,920,"[2646, 2651): 'Tsang'",PER,,,,,,,
17,train,920,"[2811, 2818): 'British'",MISC,,,,,,,
17,train,920,"[2846, 2851): 'China'",LOC,,,,,,,
17,train,921,"[11, 17): 'Taiwan'",LOC,,,,,,,
17,train,921,"[57, 63): 'TAIPEI'",LOC,,,,,,,
17,train,921,"[139, 145): 'Taiwan'",LOC,,,,,,,
17,train,921,"[262, 268): 'Taiwan'",LOC,,,,,,,
17,train,921,"[309, 313): 'U.S.'",LOC,,,,,,,
17,train,921,"[369, 375): 'Taiwan'",LOC,,,,,,,
17,train,921,"[436, 440): 'U.S.'",LOC,,,,,,,
17,train,921,"[576, 578): 'T$'",MISC,,,,,,,
17,train,921,"[606, 608): 'T$'",MISC,,,,,,,
17,train,921,"[630, 633): 'US$'",MISC,,,,,,,
17,train,921,"[650, 659): 'Joyce Liu'",PER,,,,,,,
17,train,922,"[48, 57): 'SINGAPORE'",LOC,,,,,,,
17,train,922,"[220, 226): 'Tankan'",ORG,,,,,,,
17,train,922,"[251, 264): 'Bank of Japan'",ORG,,,,,,,
17,train,922,"[272, 278): 'Nikkei'",MISC,,,,,,,
17,train,922,"[472, 478): 'Nikkei'",MISC,,,,,,,
17,train,922,"[721, 732): 'Doreen Siow'",PER,,,,,,,
17,train,923,"[11, 26): 'Siam Commercial'",ORG,,,,,,,
17,train,923,"[54, 61): 'BANGKOK'",LOC,,,,,,,
17,train,923,"[104, 128): 'Siam Commercial Bank Plc'",ORG,,,,,,,
17,train,923,"[281, 304): 'Government Housing Bank'",ORG,,,,,,,
17,train,923,"[368, 388): 'Waterworks Authority'",ORG,,,,,,,
17,train,923,"[449, 469): 'Siam Commercial Bank'",ORG,,,,,,,
17,train,923,"[475, 482): 'Reuters'",ORG,,,,,,,
17,train,923,"[716, 723): 'Bangkok'",LOC,,,,,,,
17,train,924,"[54, 59): 'TOKYO'",LOC,,,,,,,
17,train,924,"[81, 111): 'Mitsubishi Gas Chemical Co Ltd'",ORG,,,,,,,
17,train,924,"[122, 146): 'Nomura Securities Co Ltd'",ORG,,,,,,,
17,train,924,"[352, 355): 'S&P'",ORG,,,,,,,
17,train,925,"[43, 49): 'Polish'",MISC,,,,,,,
17,train,925,"[62, 67): 'SEOUL'",LOC,,,,,,,
17,train,925,"[79, 90): 'South Korea'",LOC,,,,,,,
17,train,925,"[93, 104): 'Daewoo Corp'",ORG,,,,,,,
17,train,925,"[115, 148): 'Daewoo Information Systems Co Ltd'",ORG,,,,,,,
17,train,925,"[150, 160): 'Dacom Corp'",ORG,,,,,,,
17,train,925,"[165, 184): 'Dacom International'",ORG,,,,,,,
17,train,925,"[253, 259): 'Poland'",LOC,,,,,,,
17,train,925,"[298, 301): 'Ltd'",ORG,,,,,,,
17,train,925,"[425, 431): 'Daewoo'",ORG,,,,,,,
17,train,925,"[462, 473): 'Daewoo Corp'",ORG,,,,,,,
17,train,925,"[519, 538): 'Dacom International'",ORG,,,,,,,
17,train,925,"[551, 556): 'Dacom'",ORG,,,,,,,
17,train,925,"[573, 591): 'Daewoo Information'",ORG,,,,,,,
